Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	UniProtKB generic accession number (TrEMBL or SwissProt not differentiated) ID	Gene start (bp)	Gene end (bp)
YJR152W	YJR152W_mRNA	P15365	A0A6A5PVF8	719666	721297
YJR152W	YJR152W_mRNA	P15365	P15365	719666	721297
YLR438W	YLR438W_mRNA	P07991	A0A6A5PTB8	1012501	1013775
YLR438W	YLR438W_mRNA	P07991	P07991	1012501	1013775
YLR290C	YLR290C_mRNA	Q05892	Q05892	717145	717978
YOR245C	YOR245C_mRNA	Q08650	Q08650	794076	795332
YOR245C	YOR245C_mRNA	Q08650	A0A8H4F7D3	794076	795332
YPL038W	YPL038W_mRNA	Q03081	A0A7I9GTF3	480535	481068
YPL038W	YPL038W_mRNA	Q03081	Q03081	480535	481068
YIL100W	YIL100W_mRNA	P40490	P40490	177373	177726
YLR270W	YLR270W_mRNA	Q06151	A0A6A5PUB6	681186	682238
YLR270W	YLR270W_mRNA	Q06151	Q06151	681186	682238
YOL009C	YOL009C_mRNA	Q92328	Q92328	309324	310139
YLR194C	YLR194C_mRNA	Q05777	A0A8H4BXF3	540809	541573
YLR194C	YLR194C_mRNA	Q05777	Q05777	540809	541573
YOR153W	YOR153W_mRNA	P33302	P33302	619840	624375
YOR153W	YOR153W_mRNA	P33302	A0A8H4BVR8	619840	624375
YGR057C	YGR057C_mRNA	P53237	P53237	604773	605501
YOR358W	YOR358W_mRNA	Q02516	Q02516	1010161	1010889
YOR358W	YOR358W_mRNA	Q02516	A0A6A5Q751	1010161	1010889
YPR145W	YPR145W_mRNA	P49089	A0A6A5Q676	822620	824338
YPR145W	YPR145W_mRNA	P49089	P49089	822620	824338
YBR089C-A	YBR089C-A_mRNA	P11633	P11633	426190	426489
YPL165C	YPL165C_mRNA	Q12529	Q12529	237956	239077
YPL165C	YPL165C_mRNA	Q12529	A0A8H4BVY8	237956	239077
YDL209C	YDL209C_mRNA	Q12046	Q12046	86207	87226
YDL209C	YDL209C_mRNA	Q12046	A0A6A5Q155	86207	87226
YGL074C	YGL074C_mRNA	P53160	P53160	368596	368922
YFL055W	YFL055W_mRNA	P43548	A0A8H8UL31	17004	18680
YFL055W	YFL055W_mRNA	P43548	P43548	17004	18680
YBR103C-A	YBR103C-A_mRNA	P0C5L3	P0C5L3	449320	449463
YBR296C	YBR296C_mRNA	P38361	P38361	796798	798522
YBR296C	YBR296C_mRNA	P38361	A0A8H4BTI1	796798	798522
YHR214W	YHR214W_mRNA	P0CX18	P0CX19	541651	542262
YHR214W	YHR214W_mRNA	P0CX18	P0CX18	541651	542262
YHR214W	YHR214W_mRNA	P0CX18	A0A8H4C012	541651	542262
YHR214W	YHR214W_mRNA	P0CX19	P0CX19	541651	542262
YHR214W	YHR214W_mRNA	P0CX19	P0CX18	541651	542262
YHR214W	YHR214W_mRNA	P0CX19	A0A8H4C012	541651	542262
YNL154C	YNL154C_mRNA	P23292	A0A8H4BVM9	343636	345276
YNL154C	YNL154C_mRNA	P23292	P23292	343636	345276
YDR044W	YDR044W_mRNA	P11353	P11353	546642	547628
YDR044W	YDR044W_mRNA	P11353	A0A6A5PY90	546642	547628
YNL267W	YNL267W_mRNA	P39104	A0A8H4FAM7	140878	144078
YNL267W	YNL267W_mRNA	P39104	P39104	140878	144078
YHR188C	YHR188C_mRNA	P38875	P38875	482005	483837
YHR188C	YHR188C_mRNA	P38875	A0A8H4C1K0	482005	483837
YLR006C	YLR006C_mRNA	Q07084	A0A8H4F9R7	161755	163893
YLR006C	YLR006C_mRNA	Q07084	Q07084	161755	163893
YJL142C	YJL142C_mRNA	P47010	P47010	147819	148211
YPL193W	YPL193W_mRNA	Q08932	Q08932	181403	182548
YPL193W	YPL193W_mRNA	Q08932	A0A8H4BTM6	181403	182548
YGR007W	YGR007W_mRNA	P33412	P33412	506969	507940
YGR007W	YGR007W_mRNA	P33412	A0A8H4C2T9	506969	507940
YDR311W	YDR311W_mRNA	P32776	P32776	1085065	1086993
YDR311W	YDR311W_mRNA	P32776	A0A6A5Q1T4	1085065	1086993
YJL192C	YJL192C_mRNA	P39543	P39543	72710	73414
YJL192C	YJL192C_mRNA	P39543	A0A8H4FAM1	72710	73414
YKR105C	YKR105C_mRNA	P36172	P36172	658716	660464
YGR241C	YGR241C_mRNA	P53309	A0A8H8UKX5	974875	976581
YGR241C	YGR241C_mRNA	P53309	P53309	974875	976581
YPL003W	YPL003W_mRNA	Q12059	A0A8H4BW95	552020	553408
YPL003W	YPL003W_mRNA	Q12059	Q12059	552020	553408
YDL159C-B	YDL159C-B_mRNA	Q8TGP9	Q8TGP9	173056	173232
YOR335W-A	YOR335W-A_mRNA	Q8TGL1	Q8TGL1	946568	946648
YEL072W	YEL072W_mRNA	P39975	P39975	13720	14415
YEL072W	YEL072W_mRNA	P39975	A0A8H8ULE3	13720	14415
YOR170W	YOR170W_mRNA	Q08543	Q08543	651858	652163
YLR223C	YLR223C_mRNA	P39520	P39520	582233	585490
YDR222W	YDR222W_mRNA	Q04925	A0A8H8UNC8	910054	911301
YDR222W	YDR222W_mRNA	Q04925	Q04925	910054	911301
YJR001W	YJR001W_mRNA	P47082	A0A8H4BYS8	436802	438610
YJR001W	YJR001W_mRNA	P47082	P47082	436802	438610
YLR195C	YLR195C_mRNA	P14743	A0A8H4BY74	541937	543304
YLR195C	YLR195C_mRNA	P14743	P14743	541937	543304
YCR049C	YCR049C_mRNA	P25629	P25629	211871	212317
YKL109W	YKL109W_mRNA	P14064	A0A8H4BZE5	232227	233891
YKL109W	YKL109W_mRNA	P14064	P14064	232227	233891
YEL075C	YEL075C_mRNA	P39972	P39972	5345	5713
YEL075C	YEL075C_mRNA	P39972	A0A8H8ULE1	5345	5713
YER048W-A	YER048W-A_mRNA	Q6Q560	A0A6A5PYD1	250718	251002
YER048W-A	YER048W-A_mRNA	Q6Q560	Q6Q560	250718	251002
YHL023C	YHL023C_mRNA	P38742	P38742	59123	62563
YHL023C	YHL023C_mRNA	P38742	A0A8H4F9S7	59123	62563
YHR099W	YHR099W_mRNA	P38811	P38811	302761	313995
YHR099W	YHR099W_mRNA	P38811	A0A8H4F9W4	302761	313995
YJR110W	YJR110W_mRNA	P47147	P47147	633615	635681
YJR110W	YJR110W_mRNA	P47147	A0A8H4C0D3	633615	635681
YFL034C-B	YFL034C-B_mRNA	P43563	P43563	63016	63993
YML097C	YML097C_mRNA	P54787	P54787	78335	79690
YOR267C	YOR267C_mRNA	Q08732	Q08732	822588	824867
YPL178W	YPL178W_mRNA	Q08920	Q08920	212158	212784
YPL178W	YPL178W_mRNA	Q08920	A0A8H4BTN3	212158	212784
YER051W	YER051W_mRNA	P40034	P40034	254656	256134
YER051W	YER051W_mRNA	P40034	A0A8H8ULR6	254656	256134
YDR510C-A	YDR510C-A_mRNA	Q8TGR7	Q8TGR7	1469695	1469811
YJL190C	YJL190C_mRNA	P0C0W1	A0A6A5PSE9	74910	75302
YJL190C	YJL190C_mRNA	P0C0W1	P0C0W1	74910	75302
YDR401W	YDR401W_mRNA	O13523	O13523	1272223	1272786
YCR076C	YCR076C_mRNA	P25659	P25659	249293	250045
YCR076C	YCR076C_mRNA	P25659	A0A8H4BTW3	249293	250045
YER171W	YER171W_mRNA	P06839	A0A6A5Q1C1	527082	529418
YER171W	YER171W_mRNA	P06839	P06839	527082	529418
YFR023W	YFR023W_mRNA	P39684	P39684	199874	201709
YFR023W	YFR023W_mRNA	P39684	A0A6A5PWT8	199874	201709
YLL067W-A	YLL067W-A_mRNA	P0CX99	P0CY01	843	1325
YLL067W-A	YLL067W-A_mRNA	P0CX99	A0A8H8UL23	843	1325
YLL067W-A	YLL067W-A_mRNA	P0CX99	P0CX99	843	1325
YLL067W-A	YLL067W-A_mRNA	P0CX99	P0CY00	843	1325
YLL067W-A	YLL067W-A_mRNA	P0CY00	P0CY01	843	1325
YLL067W-A	YLL067W-A_mRNA	P0CY00	A0A8H8UL23	843	1325
YLL067W-A	YLL067W-A_mRNA	P0CY00	P0CX99	843	1325
YLL067W-A	YLL067W-A_mRNA	P0CY00	P0CY00	843	1325
YLL067W-A	YLL067W-A_mRNA	P0CY01	P0CY01	843	1325
YLL067W-A	YLL067W-A_mRNA	P0CY01	A0A8H8UL23	843	1325
YLL067W-A	YLL067W-A_mRNA	P0CY01	P0CX99	843	1325
YLL067W-A	YLL067W-A_mRNA	P0CY01	P0CY00	843	1325
YDR207C	YDR207C_mRNA	P39001	P39001	865012	867522
YDR207C	YDR207C_mRNA	P39001	A0A8H8UNB4	865012	867522
YDL005C	YDL005C_mRNA	Q12124	A0A8H8UMR7	441014	442309
YDL005C	YDL005C_mRNA	Q12124	Q12124	441014	442309
YPL013C	YPL013C_mRNA	Q02608	Q02608	528985	529350
YPL013C	YPL013C_mRNA	Q02608	A0A6A5Q359	528985	529350
YDR295C	YDR295C_mRNA	Q06629	Q06629	1052623	1054647
YDR295C	YDR295C_mRNA	Q06629	A0A8H8UNJ5	1052623	1054647
YAL054C	YAL054C_mRNA	Q01574	Q01574	42881	45022
YAL054C	YAL054C_mRNA	Q01574	A0A8H4C1A4	42881	45022
YLR398C	YLR398C_mRNA	P35207	A0A8H4BXI7	915156	919019
YLR398C	YLR398C_mRNA	P35207	P35207	915156	919019
YOR081C	YOR081C_mRNA	Q12043	Q12043	476939	479188
YOR081C	YOR081C_mRNA	Q12043	A0A6A5Q4B7	476939	479188
YPR012W	YPR012W_mRNA	Q04203	Q04203	584309	584563
YDR543C	YDR543C_mRNA	Q03051	Q03051	1524634	1524933
YNL014W	YNL014W_mRNA	P53978	P53978	606319	609453
YNL014W	YNL014W_mRNA	P53978	A0A8H4F971	606319	609453
YLR418C	YLR418C_mRNA	Q06697	Q06697	956914	958095
YLR418C	YLR418C_mRNA	Q06697	A0A6A5PS78	956914	958095
YMR182C	YMR182C_mRNA	Q00453	A0A8H4BWS4	624532	625167
YMR182C	YMR182C_mRNA	Q00453	Q00453	624532	625167
YOL145C	YOL145C_mRNA	P89105	P89105	49555	52788
YPR042C	YPR042C_mRNA	Q12221	Q12221	650435	653662
YPR042C	YPR042C_mRNA	Q12221	A0A8H4F9W0	650435	653662
YDL208W	YDL208W_mRNA	P32495	A0A6A5PYW0	87512	87982
YDL208W	YDL208W_mRNA	P32495	P32495	87512	87982
YER078C	YER078C_mRNA	P40051	P40051	316807	318342
YER078C	YER078C_mRNA	P40051	A0A8H8ULU4	316807	318342
YGR127W	YGR127W_mRNA	P53275	A0A8H4C348	746798	747736
YGR127W	YGR127W_mRNA	P53275	P53275	746798	747736
YOL156W	YOL156W_mRNA	P54862	P54862	25273	26976
YOL156W	YOL156W_mRNA	P54862	A0A8H4F8E9	25273	26976
YMR295C	YMR295C_mRNA	Q03559	A0A6A5PQ80	858297	858890
YMR295C	YMR295C_mRNA	Q03559	Q03559	858297	858890
YAL067C	YAL067C_mRNA	P39709	P39709	7235	9016
YGL219C	YGL219C_mRNA	P53083	A0A8H4C1Q6	82878	84257
YGL219C	YGL219C_mRNA	P53083	P53083	82878	84257
YBL040C	YBL040C_mRNA	P18414	P18414	142112	142868
YKR071C	YKR071C_mRNA	P36152	P36152	574934	575980
YKR071C	YKR071C_mRNA	P36152	A0A8H4BZB0	574934	575980
YOR322C	YOR322C_mRNA	Q12502	Q12502	918606	921062
YOR322C	YOR322C_mRNA	Q12502	A0A8H4BVA1	918606	921062
YER169W	YER169W_mRNA	P39956	P39956	523369	525759
YER169W	YER169W_mRNA	P39956	A0A8H8UM32	523369	525759
YMR181C	YMR181C_mRNA	Q03231	Q03231	623616	624080
YMR181C	YMR181C_mRNA	Q03231	A0A6A5PRR4	623616	624080
YML080W	YML080W_mRNA	P53759	A0A8H4F9B5	108806	110077
YML080W	YML080W_mRNA	P53759	P53759	108806	110077
YLR010C	YLR010C_mRNA	Q07921	A0A8H4BX53	167320	167802
YLR010C	YLR010C_mRNA	Q07921	Q07921	167320	167802
YMR194C-B	YMR194C-B_mRNA	Q3E7A9	Q3E7A9	652594	652887
YLR307W	YLR307W_mRNA	Q06702	Q06702	745620	746525
YGL061C	YGL061C_mRNA	P53168	P53168	388968	389711
YOL044W	YOL044W_mRNA	Q08215	A0A6A5Q767	247150	248301
YOL044W	YOL044W_mRNA	Q08215	Q08215	247150	248301
YGR083C	YGR083C_mRNA	P12754	A0A8H4FA08	644860	646815
YGR083C	YGR083C_mRNA	P12754	P12754	644860	646815
YMR140W	YMR140W_mRNA	P40210	A0A8H4BYR4	547714	549183
YMR140W	YMR140W_mRNA	P40210	P40210	547714	549183
YHR196W	YHR196W_mRNA	P38882	P38882	491931	493658
YHR196W	YHR196W_mRNA	P38882	A0A6A5Q010	491931	493658
YPL103C	YPL103C_mRNA	Q02883	Q02883	358000	359406
YPL103C	YPL103C_mRNA	Q02883	A0A8H4BUR8	358000	359406
YBR165W	YBR165W_mRNA	P38290	P38290	568852	569685
YBR165W	YBR165W_mRNA	P38290	A0A8H4BTK8	568852	569685
YMR058W	YMR058W_mRNA	P38993	A0A8H4BYP4	388822	390732
YMR058W	YMR058W_mRNA	P38993	P38993	388822	390732
YOR054C	YOR054C_mRNA	Q08438	Q08438	427833	429857
YPR028W	YPR028W_mRNA	Q12402	Q12402	623527	624202
YLR356W	YLR356W_mRNA	Q06485	Q06485	840321	840914
YLR356W	YLR356W_mRNA	Q06485	A0A8H4BZ04	840321	840914
YBL026W	YBL026W_mRNA	P38203	P38203	170623	171038
YPR039W	YPR039W_mRNA	Q6B0W0	Q6B0W0	647012	647347
YDR135C	YDR135C_mRNA	P39109	A0A8H8UN46	723004	727551
YDR135C	YDR135C_mRNA	P39109	P39109	723004	727551
YFR001W	YFR001W_mRNA	P43586	P43586	149110	149724
YFR001W	YFR001W_mRNA	P43586	A0A6A5PZF0	149110	149724
YGL038C	YGL038C_mRNA	P31755	P31755	425362	426804
YGL038C	YGL038C_mRNA	P31755	A0A6A5PYR2	425362	426804
YCL057C-A	YCL057C-A_mRNA	Q96VH5	Q96VH5	24032	24325
YCL057C-A	YCL057C-A_mRNA	Q96VH5	A0A6A5Q453	24032	24325
YOL031C	YOL031C_mRNA	Q08199	A0A8H4BUM1	266264	267529
YOL031C	YOL031C_mRNA	Q08199	Q08199	266264	267529
YMR076C	YMR076C_mRNA	Q04264	Q04264	416196	420029
YMR076C	YMR076C_mRNA	Q04264	A0A8H4BWB4	416196	420029
YPR089W	YPR089W_mRNA	O13585	A0A8H4BW91	713275	715941
YPR089W	YPR089W_mRNA	O13585	O13585	713275	715941
YLR431C	YLR431C_mRNA	Q06671	Q06671	1000342	1001703
YLR431C	YLR431C_mRNA	Q06671	A0A8H4BYL3	1000342	1001703
YOR034C-A	YOR034C-A_mRNA	Q3E735	Q3E735	397426	397668
YOR034C-A	YOR034C-A_mRNA	Q3E735	A0A8H4BV17	397426	397668
YAL059W	YAL059W_mRNA	P39715	P39715	36509	37147
YAL059W	YAL059W_mRNA	P39715	A0A8H4BZX9	36509	37147
YLR109W	YLR109W_mRNA	P38013	P38013	368781	369311
YLR109W	YLR109W_mRNA	P38013	A0A6A5PW61	368781	369311
YOR306C	YOR306C_mRNA	Q08777	A0A8H4BWK5	889867	891432
YOR306C	YOR306C_mRNA	Q08777	Q08777	889867	891432
YPL075W	YPL075W_mRNA	P07261	P07261	412254	415362
YJL182C	YJL182C_mRNA	P46986	P46986	85435	85752
YIR026C	YIR026C_mRNA	Q02256	A0A8H4FCJ4	404873	405967
YIR026C	YIR026C_mRNA	Q02256	Q02256	404873	405967
YKL168C	YKL168C_mRNA	P36004	A0A8H4C008	131288	133462
YKL168C	YKL168C_mRNA	P36004	P36004	131288	133462
YOR261C	YOR261C_mRNA	Q08723	Q08723	815915	816931
YOR261C	YOR261C_mRNA	Q08723	A0A8H4F7D8	815915	816931
YFL023W	YFL023W_mRNA	P43573	A0A8H8UL59	90986	93376
YFL023W	YFL023W_mRNA	P43573	P43573	90986	93376
YMR239C	YMR239C_mRNA	Q02555	Q02555	748262	749677
YMR239C	YMR239C_mRNA	Q02555	A0A6A5PSH5	748262	749677
YDL114W	YDL114W_mRNA	Q07530	Q07530	255604	256530
YDL114W	YDL114W_mRNA	Q07530	A0A8H8UMH7	255604	256530
YGL047W	YGL047W_mRNA	P53178	P53178	411552	412160
YGL047W	YGL047W_mRNA	P53178	A0A8H4F9X1	411552	412160
YFL020C	YFL020C_mRNA	P43575	P43575	99231	99599
YFL020C	YFL020C_mRNA	P43575	A0A6A5PXP1	99231	99599
YMR242C	YMR242C_mRNA			753225	753742
YGR244C	YGR244C_mRNA	P53312	A0A6A5Q033	978036	979319
YGR244C	YGR244C_mRNA	P53312	P53312	978036	979319
YMR306C-A	YMR306C-A_mRNA	A0A023PXI0	A0A023PXI0	886183	886572
YLR364W	YLR364W_mRNA	Q05926	A0A6A5PV73	854062	854391
YLR364W	YLR364W_mRNA	Q05926	Q05926	854062	854391
YEL003W	YEL003W_mRNA	P40005	P40005	148176	148599
YLR106C	YLR106C_mRNA	Q12019	Q12019	349006	363738
YLR106C	YLR106C_mRNA	Q12019	A0A8H4BZH1	349006	363738
YMR193C-A	YMR193C-A_mRNA	Q6B0R2	Q6B0R2	651072	651458
YCR053W	YCR053W_mRNA	P16120	A0A6A5Q0A1	216697	218241
YCR053W	YCR053W_mRNA	P16120	P16120	216697	218241
YGR289C	YGR289C_mRNA	P53048	F8LG02	1073963	1075813
YGR289C	YGR289C_mRNA	P53048	P53048	1073963	1075813
YLR083C	YLR083C_mRNA	P32802	P32802	294091	296094
YLR083C	YLR083C_mRNA	P32802	A0A8H4BYI3	294091	296094
YCL008C	YCL008C_mRNA	P25604	P25604	105696	106853
YCL008C	YCL008C_mRNA	P25604	A0A8H4F6B8	105696	106853
YEL077W-A	YEL077W-A_mRNA			630	1112
YLR274W	YLR274W_mRNA	P29496	A0A6A5PUY8	691555	693882
YLR274W	YLR274W_mRNA	P29496	P29496	691555	693882
YLR413W	YLR413W_mRNA	Q06689	Q06689	951156	953183
YLR413W	YLR413W_mRNA	Q06689	A0A8H4BYK3	951156	953183
YPR196W	YPR196W_mRNA	Q06595	A0A8H4F770	931376	932788
YPR196W	YPR196W_mRNA	Q06595	Q06595	931376	932788
YGL089C	YGL089C_mRNA	P32435	P32435	344791	345153
YGL089C	YGL089C_mRNA	P32435	U3N2M0	344791	345153
YLR412C-A	YLR412C-A_mRNA	Q3E742	Q3E742	950267	950473
YLR412C-A	YLR412C-A_mRNA	Q3E742	A0A8H4BXT9	950267	950473
YMR114C	YMR114C_mRNA	Q04471	A0A8H4FB85	496343	497449
YMR114C	YMR114C_mRNA	Q04471	Q04471	496343	497449
YJL099W	YJL099W_mRNA	P40955	P40955	239414	241654
YJL099W	YJL099W_mRNA	P40955	A0A8H4BYD5	239414	241654
YMR009W	YMR009W_mRNA	Q03677	Q03677	284102	284641
YMR009W	YMR009W_mRNA	Q03677	A0A6A5PTM1	284102	284641
YEL017C-A	YEL017C-A_mRNA	P40975	P40975	122798	122929
YEL017C-A	YEL017C-A_mRNA	P40975	A0A8H8ULJ7	122798	122929
YNL078W	YNL078W_mRNA	P53939	P53939	479768	480991
YNL078W	YNL078W_mRNA	P53939	A0A8H4F984	479768	480991
YBR082C	YBR082C_mRNA	P15731	P15731	406628	407169
YLR340W	YLR340W_mRNA	P05317	P05317	805887	806825
YGL180W	YGL180W_mRNA	P53104	A0A8H4FBC9	160065	162758
YGL180W	YGL180W_mRNA	P53104	P53104	160065	162758
Q0115	Q0115_mRNA	Q9ZZW7	Q9ZZW7	36540	40265
YCR072C	YCR072C_mRNA	P25382	P25382	240805	242352
YCR072C	YCR072C_mRNA	P25382	A0A6A5Q1D2	240805	242352
YMR088C	YMR088C_mRNA	Q04301	Q04301	443414	445102
YMR088C	YMR088C_mRNA	Q04301	A0A8H4BXD3	443414	445102
YBR280C	YBR280C_mRNA	P38352	P38352	762784	764697
YBR280C	YBR280C_mRNA	P38352	A0A8H4BVJ6	762784	764697
YBR061C	YBR061C_mRNA	P38238	A0A6A5Q3Y8	364787	365719
YBR061C	YBR061C_mRNA	P38238	P38238	364787	365719
YLR055C	YLR055C_mRNA	P38915	A0A8H4BY15	251272	253080
YLR055C	YLR055C_mRNA	P38915	P38915	251272	253080
YKL102C	YKL102C_mRNA	P34249	A0A8H4BY39	248062	248367
YKL102C	YKL102C_mRNA	P34249	P34249	248062	248367
YLR254C	YLR254C_mRNA	Q06568	A0A6A5PUW7	644404	644973
YLR254C	YLR254C_mRNA	Q06568	Q06568	644404	644973
YJL090C	YJL090C_mRNA	P47027	P47027	262757	265051
YJL090C	YJL090C_mRNA	P47027	A0A8H4FAI8	262757	265051
YDR247W	YDR247W_mRNA	Q03785	A0A8H8UNF2	956013	957398
YDR247W	YDR247W_mRNA	Q03785	Q03785	956013	957398
YBL016W	YBL016W_mRNA	P16892	P16892	192451	193512
YIR025W	YIR025W_mRNA	P40577	A0A8H4F9G7	403659	404765
YIR025W	YIR025W_mRNA	P40577	P40577	403659	404765
YNL209W	YNL209W_mRNA	P40150	P40150	252059	253900
YNL209W	YNL209W_mRNA	P40150	A0A8H4BVK0	252059	253900
YMR253C	YMR253C_mRNA	Q04835	Q04835	775946	777190
YMR253C	YMR253C_mRNA	Q04835	A0A6L0ZTX1	775946	777190
YHR177W	YHR177W_mRNA	P38867	A0A8H4FB94	456591	457952
YHR177W	YHR177W_mRNA	P38867	P38867	456591	457952
YCR057C	YCR057C_mRNA	P25635	P25635	220457	223228
YCR057C	YCR057C_mRNA	P25635	A0A8H4BSQ1	220457	223228
YMR103C	YMR103C_mRNA	Q04436	A0A8H4BXE6	472902	473264
YMR103C	YMR103C_mRNA	Q04436	Q04436	472902	473264
YAL005C	YAL005C_mRNA	P10591	G9BX85	139503	141431
YAL005C	YAL005C_mRNA	P10591	P10591	139503	141431
YER133W	YER133W_mRNA	P32598	P32598	432495	433958
YOR293W	YOR293W_mRNA	Q08745	Q08745	867098	867852
YKR090W	YKR090W_mRNA	P36166	A0A8H4BY59	608946	611066
YKR090W	YKR090W_mRNA	P36166	P36166	608946	611066
YIR042C	YIR042C_mRNA	P40586	P40586	435273	435983
YIR042C	YIR042C_mRNA	P40586	A0A8H4FCK0	435273	435983
YPR077C	YPR077C_mRNA	O13583	O13583	697131	697502
Q0297	Q0297_mRNA	Q9ZZV8	Q9ZZV8	85554	85709
YCL044C	YCL044C_mRNA	P25573	P25573	47111	48364
YCL044C	YCL044C_mRNA	P25573	A0A8H4F7H1	47111	48364
YBR175W	YBR175W_mRNA	P38123	P38123	582408	583355
YBR175W	YBR175W_mRNA	P38123	A0A6A5Q073	582408	583355
YGR146C	YGR146C_mRNA	P48235	P48235	784223	784858
YGR146C	YGR146C_mRNA	P48235	A0A8H4C2E9	784223	784858
YER152W-A	YER152W-A_mRNA	A0A023PZC7	A0A023PZC7	473485	474051
YMR254C	YMR254C_mRNA	Q04838	Q04838	777615	777923
YMR254C	YMR254C_mRNA	Q04838	A0A8H4FBD2	777615	777923
YJL055W	YJL055W_mRNA	P47044	P47044	333357	334094
YJL055W	YJL055W_mRNA	P47044	A0A8H4BYQ2	333357	334094
YGL149W	YGL149W_mRNA	P53116	P53116	225572	225877
YGL149W	YGL149W_mRNA	P53116	A0A8H4FA32	225572	225877
YLR121C	YLR121C_mRNA	Q12303	A0A6A5PSL3	388744	390270
YLR121C	YLR121C_mRNA	Q12303	Q12303	388744	390270
YJL085W	YJL085W_mRNA	P19658	P19658	272827	274698
YBR029C	YBR029C_mRNA	P38221	A0A6A5Q482	296369	297742
YBR029C	YBR029C_mRNA	P38221	P38221	296369	297742
YGL242C	YGL242C_mRNA	P53066	A0A6A5PUV8	44652	45197
YGL242C	YGL242C_mRNA	P53066	P53066	44652	45197
YCL033C	YCL033C_mRNA	P25566	P25566	62776	63282
YCL033C	YCL033C_mRNA	P25566	A0A8H4BUJ7	62776	63282
YNL253W	YNL253W_mRNA	P53851	P53851	170018	171286
YNL253W	YNL253W_mRNA	P53851	A0A8H4BWV2	170018	171286
YOR062C	YOR062C_mRNA	P36025	P36025	442725	443531
YOR339C	YOR339C_mRNA	P52492	A0A6A5Q6N6	958362	958832
YOR339C	YOR339C_mRNA	P52492	P52492	958362	958832
YNL173C	YNL173C_mRNA	P53885	P53885	308957	310057
YNL173C	YNL173C_mRNA	P53885	A0A8H4BVL7	308957	310057
YDL197C	YDL197C_mRNA	P32448	P32448	104917	106494
YDL197C	YDL197C_mRNA	P32448	A0A8H8UMA4	104917	106494
YBL057C	YBL057C_mRNA	P34222	P34222	112801	113427
YBL057C	YBL057C_mRNA	P34222	A0A6L0YPY0	112801	113427
YER060W	YER060W_mRNA	P40039	A0A6V8S9N2	274567	276153
YER060W	YER060W_mRNA	P40039	P40039	274567	276153
YKR036C	YKR036C_mRNA	P36130	P36130	508702	510633
YKR036C	YKR036C_mRNA	P36130	A0A8H4FAD2	508702	510633
YKL202W	YKL202W_mRNA	P36042	P36042	63821	64402
YCL030C	YCL030C_mRNA	P00815	P00815	65934	68333
YDR229W	YDR229W_mRNA	Q04934	A0A8H8UND5	924785	926146
YDR229W	YDR229W_mRNA	Q04934	Q04934	924785	926146
YCL068C	YCL068C_mRNA	P25593	P25593	11503	12285
YCL068C	YCL068C_mRNA	P25593	A0A8H4BUL5	11503	12285
YPL024W	YPL024W_mRNA	Q02685	A0A6A5Q5K0	503517	504242
YPL024W	YPL024W_mRNA	Q02685	Q02685	503517	504242
YER186C	YER186C_mRNA	P40101	A0A8H8UM50	561705	562625
YER186C	YER186C_mRNA	P40101	P40101	561705	562625
YBR298C-A	YBR298C-A_mRNA	Q8TGK4	Q8TGK4	805035	805256
YBR298C-A	YBR298C-A_mRNA	Q8TGK4	A0A8H4F6S3	805035	805256
YJR109C	YJR109C_mRNA	P03965	A0A6A5PTR1	629585	632941
YJR109C	YJR109C_mRNA	P03965	P03965	629585	632941
YBR192W	YBR192W_mRNA	P38127	P38127	607652	608785
YBR192W	YBR192W_mRNA	P38127	A0A6A5Q5E8	607652	608785
YMR303C	YMR303C_mRNA	P00331	P00331	873291	874337
YMR303C	YMR303C_mRNA	P00331	A0A0B4VJL3	873291	874337
YIL075C	YIL075C_mRNA	P32565	P32565	217863	220700
YIL075C	YIL075C_mRNA	P32565	A0A8H4C1K9	217863	220700
YGR106C	YGR106C_mRNA	P53262	A0A6L0YXY8	698989	699786
YGR106C	YGR106C_mRNA	P53262	P53262	698989	699786
YCL035C	YCL035C_mRNA	P25373	P25373	60841	61173
YCL035C	YCL035C_mRNA	P25373	A0A6A5Q153	60841	61173
YGR004W	YGR004W_mRNA	P53203	A0A8H4FBH8	502938	504326
YGR004W	YGR004W_mRNA	P53203	P53203	502938	504326
YKR084C	YKR084C_mRNA	P32769	P32769	597055	598890
YKR084C	YKR084C_mRNA	P32769	A0A8H4FAE3	597055	598890
YGR209C	YGR209C_mRNA	P22803	P22803	912913	913227
YGR209C	YGR209C_mRNA	P22803	A0A6A5Q006	912913	913227
YDR095C	YDR095C_mRNA	Q03831	Q03831	636117	636527
YHR174W	YHR174W_mRNA	P00925	A0A6A5PY35	451327	452640
YHR174W	YHR174W_mRNA	P00925	P00925	451327	452640
YCR008W	YCR008W_mRNA	P25333	P25333	128470	130281
YCR008W	YCR008W_mRNA	P25333	A0A8H4BSM3	128470	130281
YKL216W	YKL216W_mRNA	P28272	A0A8H4BXQ1	25215	26159
YKL216W	YKL216W_mRNA	P28272	P28272	25215	26159
YPR008W	YPR008W_mRNA	Q12753	A0A8H4F6V4	573018	575102
YPR008W	YPR008W_mRNA	Q12753	Q12753	573018	575102
YJL167W	YJL167W_mRNA	P08524	A0A6L0ZH55	105014	106072
YJL167W	YJL167W_mRNA	P08524	P08524	105014	106072
